"year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
1999,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",64.2218637621858,"Million tonnes/yr",174.307066775256
1999,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",24.6831530398142,"Million tonnes/yr",73.2254632936601
2000,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",70.0522006045762,"Million tonnes/yr",190.131411535352
2000,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",24.6588581110238,"Million tonnes/yr",73.1533895430539
2001,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",76.0971884948215,"Million tonnes/yr",206.538349081456
2001,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",24.1477539196785,"Million tonnes/yr",71.6371391214721
2002,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",81.0472910178738,"Million tonnes/yr",219.973615523196
2002,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",23.2800246171262,"Million tonnes/yr",69.0629185553075
2003,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",92.9425039751349,"Million tonnes/yr",252.258877236015
2003,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",25.6277582291651,"Million tonnes/yr",76.0277451783222
2004,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",85.3489297922624,"Million tonnes/yr",231.64886119758
2004,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",24.6937083559736,"Million tonnes/yr",73.2567768748194
2005,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",92.2912715246653,"Million tonnes/yr",250.491341827037
2005,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",24.9181996088563,"Million tonnes/yr",73.9227564589996
2006,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",97.6662694392622,"Million tonnes/yr",265.07983343304
2006,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",25.2585242029594,"Million tonnes/yr",74.9323692111965
2007,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",97.4695569108706,"Million tonnes/yr",264.54592828278
2007,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",25.8181143500438,"Million tonnes/yr",76.592458897013
2008,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",94.9698012176962,"Million tonnes/yr",257.761243799853
2008,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",26.5034819479398,"Million tonnes/yr",78.6256821161634
2009,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",87.660071260594,"Million tonnes/yr",237.921620451956
2009,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",22.745444502706,"Million tonnes/yr",67.4770240594603
2010,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",85.5573283317243,"Million tonnes/yr",232.214483806547
2010,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",22.6709217139757,"Million tonnes/yr",67.2559434818731
2011,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",90.0541292670906,"Million tonnes/yr",244.419426718488
2011,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",20.4043061523941,"Million tonnes/yr",60.5317630525043
2012,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",80.2866733365,"Million tonnes/yr",217.909193390126
2012,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",18.4160391947,"Million tonnes/yr",54.6333363444665
2013,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",60.579697010073,"Million tonnes/yr",164.421719853248
2013,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",18.266352176615,"Million tonnes/yr",54.1892722805829
2014,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",57.5963291876113,"Million tonnes/yr",156.324444816655
2014,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",15.1179954218857,"Million tonnes/yr",44.8493033711443
2015,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",50.5865829373678,"Million tonnes/yr",137.299018954782
2015,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",13.2780637241342,"Million tonnes/yr",39.3909305782026
2016,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",8.90751558385961,"Million tonnes/yr",24.1762356730552
2016,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",2.33806184754439,"Million tonnes/yr",6.9361342013118
2017,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",6.261453326198,"Million tonnes/yr",16.994454833657
2017,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",3.408328042093,"Million tonnes/yr",10.1112041697616
2018,"Alpha Metallurgical Resources","Investor-owned Company","Thermal Coal",0.539780459155,"Million tonnes/yr",1.27897104295896
2018,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",5.690828269377,"Million tonnes/yr",15.4456990975848
2018,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",4.310078926799,"Million tonnes/yr",12.7863537424907
2019,"Alpha Metallurgical Resources","Investor-owned Company","Thermal Coal",3.718588406851,"Million tonnes/yr",8.81092824384667
2019,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",5.936677856656,"Million tonnes/yr",16.1129690570054
2019,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",9.731470563623,"Million tonnes/yr",28.8695467471474
2020,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",2.203574345021,"Million tonnes/yr",5.9808071270578
2020,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",10.832804139109,"Million tonnes/yr",32.1367817383879
2021,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",1.147600471985,"Million tonnes/yr",3.11474722755377
2021,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",13.279506489262,"Million tonnes/yr",39.395210709867
2022,"Alpha Metallurgical Resources","Investor-owned Company","Bituminous Coal",0.8164746441,"Million tonnes/yr",2.2160256954928
2022,"Alpha Metallurgical Resources","Investor-owned Company","Metallurgical Coal",13.551664703962,"Million tonnes/yr",40.2025999169281
1988,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",0.907194049,"Million tonnes/yr",2.46225077276978
1989,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",2.04874656035594,"Million tonnes/yr",5.560582994351
1990,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",3.19029907261906,"Million tonnes/yr",8.65891521839448
1991,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",4.331851583975,"Million tonnes/yr",11.7572474399757
1992,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",5.47340409533094,"Million tonnes/yr",14.8555796615569
1993,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",6.61495660759406,"Million tonnes/yr",17.9539118856004
1994,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",7.75650911895,"Million tonnes/yr",21.0522441071816
1995,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",8.89806163030594,"Million tonnes/yr",24.1505763287629
1996,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",10.0396141452906,"Million tonnes/yr",27.2489085601931
1997,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",11.181166653925,"Million tonnes/yr",30.3472407743875
1998,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",12.3227191625594,"Million tonnes/yr",33.445572988582
1999,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",13.4642716802656,"Million tonnes/yr",36.543905227399
2000,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",14.6058241889,"Million tonnes/yr",39.6422374415935
2001,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",14.2429465693,"Million tonnes/yr",38.6573371324856
2002,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",17.9624421702,"Million tonnes/yr",48.7525653008417
2003,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",17.5995645506,"Million tonnes/yr",47.7676649917337
2004,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",19.5953914584,"Million tonnes/yr",53.1846166918273
2005,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",18.033203306022,"Million tonnes/yr",48.9446208611177
2006,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",18.530345644874,"Million tonnes/yr",50.2939342845955
2007,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",25.175542053799,"Million tonnes/yr",68.3299211951342
2008,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",23.640569722891,"Million tonnes/yr",64.1637928876077
2009,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",22.7705706299,"Million tonnes/yr",61.8024943965215
2010,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",22.4076930103,"Million tonnes/yr",60.8175940874136
2011,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",24.0406422985,"Million tonnes/yr",65.2496454783992
2012,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",26.504581335584,"Million tonnes/yr",71.9371185772419
2013,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",58.967613185,"Million tonnes/yr",160.046300230036
2014,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",56.985394187935,"Million tonnes/yr",154.666282291534
2015,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",50.371042376676,"Million tonnes/yr",136.714011907269
2016,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",41.760863657617,"Million tonnes/yr",113.344789822911
2017,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",41.612083833581,"Million tonnes/yr",112.940980696177
2018,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",42.095618261698,"Million tonnes/yr",114.253360358063
2019,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",43.274063331349,"Million tonnes/yr",117.451824111891
2020,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",44.452508401,"Million tonnes/yr",120.650287865719
2021,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",44.452508401,"Million tonnes/yr",120.650287865719
2022,"American Consolidated Natural Resources","Investor-owned Company","Bituminous Coal",49.895672695,"Million tonnes/yr",135.423792502338
1909,"Anglo American","Investor-owned Company","Thermal Coal",0.306465,"Million tonnes/yr",0.726146814010295
1910,"Anglo American","Investor-owned Company","Thermal Coal",0.360527,"Million tonnes/yr",0.854242841481701
1911,"Anglo American","Investor-owned Company","Thermal Coal",0.3890155,"Million tonnes/yr",0.92174429682222
1912,"Anglo American","Investor-owned Company","Thermal Coal",0.417504,"Million tonnes/yr",0.98924575216274
1913,"Anglo American","Investor-owned Company","Thermal Coal",0.4459925,"Million tonnes/yr",1.05674720750326
1914,"Anglo American","Investor-owned Company","Thermal Coal",0.474481,"Million tonnes/yr",1.12424866284378
1915,"Anglo American","Investor-owned Company","Thermal Coal",0.5029695,"Million tonnes/yr",1.1917501181843
1916,"Anglo American","Investor-owned Company","Thermal Coal",0.531458,"Million tonnes/yr",1.25925157352482
1917,"Anglo American","Investor-owned Company","Thermal Coal",0.5599465,"Million tonnes/yr",1.32675302886534
1918,"Anglo American","Investor-owned Company","Thermal Coal",0.588435,"Million tonnes/yr",1.39425448420586
1919,"Anglo American","Investor-owned Company","Thermal Coal",0.6169235,"Million tonnes/yr",1.46175593954638
1920,"Anglo American","Investor-owned Company","Thermal Coal",0.645412,"Million tonnes/yr",1.5292573948869
1921,"Anglo American","Investor-owned Company","Thermal Coal",0.93639,"Million tonnes/yr",2.21870887432855
1922,"Anglo American","Investor-owned Company","Thermal Coal",1.227368,"Million tonnes/yr",2.90816035377021
1923,"Anglo American","Investor-owned Company","Thermal Coal",1.518346,"Million tonnes/yr",3.59761183321187
1924,"Anglo American","Investor-owned Company","Thermal Coal",1.809324,"Million tonnes/yr",4.28706331265352
1925,"Anglo American","Investor-owned Company","Thermal Coal",2.100302,"Million tonnes/yr",4.97651479209518
1926,"Anglo American","Investor-owned Company","Thermal Coal",2.39128,"Million tonnes/yr",5.66596627153684
1927,"Anglo American","Investor-owned Company","Thermal Coal",2.682258,"Million tonnes/yr",6.3554177509785
1928,"Anglo American","Investor-owned Company","Thermal Coal",2.973236,"Million tonnes/yr",7.04486923042015
1929,"Anglo American","Investor-owned Company","Thermal Coal",2.979906,"Million tonnes/yr",7.06067331652933
1930,"Anglo American","Investor-owned Company","Thermal Coal",2.998714,"Million tonnes/yr",7.10523752215772
1931,"Anglo American","Investor-owned Company","Thermal Coal",3.2670628,"Million tonnes/yr",7.74107073692445
1932,"Anglo American","Investor-owned Company","Thermal Coal",3.5354116,"Million tonnes/yr",8.37690395169118
1933,"Anglo American","Investor-owned Company","Thermal Coal",3.8037604,"Million tonnes/yr",9.01273716645791
1934,"Anglo American","Investor-owned Company","Thermal Coal",4.0721092,"Million tonnes/yr",9.64857038122464
1935,"Anglo American","Investor-owned Company","Thermal Coal",4.340458,"Million tonnes/yr",10.2844035959914
1936,"Anglo American","Investor-owned Company","Thermal Coal",4.6088068,"Million tonnes/yr",10.9202368107581
1937,"Anglo American","Investor-owned Company","Thermal Coal",4.8771556,"Million tonnes/yr",11.5560700255248
1938,"Anglo American","Investor-owned Company","Thermal Coal",5.1455044,"Million tonnes/yr",12.1919032402916
1939,"Anglo American","Investor-owned Company","Thermal Coal",5.4138532,"Million tonnes/yr",12.8277364550583
1940,"Anglo American","Investor-owned Company","Thermal Coal",5.682202,"Million tonnes/yr",13.463569669825
1941,"Anglo American","Investor-owned Company","Thermal Coal",6.296968,"Million tonnes/yr",14.920213568025
1942,"Anglo American","Investor-owned Company","Thermal Coal",6.911734,"Million tonnes/yr",16.376857466225
1943,"Anglo American","Investor-owned Company","Thermal Coal",7.5265,"Million tonnes/yr",17.8335013644249
1944,"Anglo American","Investor-owned Company","Thermal Coal",8.141266,"Million tonnes/yr",19.2901452626249
1945,"Anglo American","Investor-owned Company","Thermal Coal",8.756032,"Million tonnes/yr",20.7467891608249
1946,"Anglo American","Investor-owned Company","Thermal Coal",9.370798,"Million tonnes/yr",22.2034330590248
1947,"Anglo American","Investor-owned Company","Thermal Coal",9.985564,"Million tonnes/yr",23.6600769572248
1948,"Anglo American","Investor-owned Company","Thermal Coal",10.60033,"Million tonnes/yr",25.1167208554247
1949,"Anglo American","Investor-owned Company","Thermal Coal",11.215096,"Million tonnes/yr",26.5733647536247
1950,"Anglo American","Investor-owned Company","Thermal Coal",10.98589,"Million tonnes/yr",26.030277593094
1951,"Anglo American","Investor-owned Company","Thermal Coal",10.788154,"Million tonnes/yr",25.5617563380889
1952,"Anglo American","Investor-owned Company","Thermal Coal",11.4906775,"Million tonnes/yr",27.22633533175
1953,"Anglo American","Investor-owned Company","Thermal Coal",12.193201,"Million tonnes/yr",28.8909143254112
1954,"Anglo American","Investor-owned Company","Thermal Coal",11.954668,"Million tonnes/yr",28.3257275080379
1955,"Anglo American","Investor-owned Company","Thermal Coal",12.3282625,"Million tonnes/yr",29.2109328525528
1956,"Anglo American","Investor-owned Company","Thermal Coal",12.701857,"Million tonnes/yr",30.0961381970677
